source_ref,target_ref,relation,confidence,note,element_text
PA.I.B.K2,14cfr:43.3,regulation,verified,43.3(g) authorizes a pilot to perform preventive maintenance; 43.5 and 43.9 govern return to service and the required record entry,Pilot-performed preventive maintenance.
PA.I.B.K2,14cfr:43.5,regulation,verified,43.3(g) authorizes a pilot to perform preventive maintenance; 43.5 and 43.9 govern return to service and the required record entry,Pilot-performed preventive maintenance.
PA.I.B.K2,14cfr:43.9,regulation,verified,43.3(g) authorizes a pilot to perform preventive maintenance; 43.5 and 43.9 govern return to service and the required record entry,Pilot-performed preventive maintenance.
PA.I.B.K2,afh,explanation,auto,from the Task B References line,Pilot-performed preventive maintenance.
PA.I.B.K2,phak:ch09,explanation,verified,chapter 9 covers preventive maintenance a certificated pilot may perform and log,Pilot-performed preventive maintenance.
PA.I.B.K2,risk-management,explanation,auto,from the Task B References line,Pilot-performed preventive maintenance.
PA.I.B.K3,14cfr:91.205,regulation,verified,"day and night VFR instrument and equipment list, ELT requirement, and position/anticollision light requirements","Equipment requirements for day and night VFR flight, including:"
PA.I.B.K3,14cfr:91.207,regulation,verified,"day and night VFR instrument and equipment list, ELT requirement, and position/anticollision light requirements","Equipment requirements for day and night VFR flight, including:"
PA.I.B.K3,14cfr:91.209,regulation,verified,"day and night VFR instrument and equipment list, ELT requirement, and position/anticollision light requirements","Equipment requirements for day and night VFR flight, including:"
PA.I.B.K3,afh,explanation,auto,from the Task B References line,"Equipment requirements for day and night VFR flight, including:"
PA.I.B.K3,phak:ch09,explanation,verified,chapter 9 covers required instruments and equipment for day and night VFR,"Equipment requirements for day and night VFR flight, including:"
PA.I.B.K3,risk-management,explanation,auto,from the Task B References line,"Equipment requirements for day and night VFR flight, including:"
PA.I.B.K3a,14cfr:91.205,regulation,verified,"91.213(d) is the non-MEL path for flight with inoperative equipment, read against the 91.205 required-equipment list",a. Flying with inoperative equipment Private Pilot for Airplane Category ACS (FAA-S-ACS-6C) 3
PA.I.B.K3a,14cfr:91.213,regulation,verified,"91.213(d) is the non-MEL path for flight with inoperative equipment, read against the 91.205 required-equipment list",a. Flying with inoperative equipment Private Pilot for Airplane Category ACS (FAA-S-ACS-6C) 3
PA.I.B.K3a,afh,explanation,auto,from the Task B References line,a. Flying with inoperative equipment Private Pilot for Airplane Category ACS (FAA-S-ACS-6C) 3
PA.I.B.K3a,phak:ch09,explanation,verified,chapter 9 covers the decision path for flight with inoperative equipment,a. Flying with inoperative equipment Private Pilot for Airplane Category ACS (FAA-S-ACS-6C) 3
PA.I.B.K3a,risk-management,explanation,auto,from the Task B References line,a. Flying with inoperative equipment Private Pilot for Airplane Category ACS (FAA-S-ACS-6C) 3
PA.I.B.K3b,14cfr:91.213,regulation,verified,91.213(a) is the approved MEL rule,b. Using an approved Minimum Equipment List (MEL)
PA.I.B.K3b,afh,explanation,auto,from the Task B References line,b. Using an approved Minimum Equipment List (MEL)
PA.I.B.K3b,phak:ch09,explanation,verified,chapter 9 describes the minimum equipment list and its approval,b. Using an approved Minimum Equipment List (MEL)
PA.I.B.K3b,risk-management,explanation,auto,from the Task B References line,b. Using an approved Minimum Equipment List (MEL)
PA.I.B.K3c,14cfr:91.213,regulation,verified,"the KOEL is an AFM document, so 91.9 compels compliance with it; 91.213(d)(2) makes it part of the inoperative-equipment determination",c. Kinds of Operation Equipment List (KOEL)
PA.I.B.K3c,14cfr:91.9,regulation,verified,"the KOEL is an AFM document, so 91.9 compels compliance with it; 91.213(d)(2) makes it part of the inoperative-equipment determination",c. Kinds of Operation Equipment List (KOEL)
PA.I.B.K3c,afh,explanation,auto,from the Task B References line,c. Kinds of Operation Equipment List (KOEL)
PA.I.B.K3c,phak:ch09,explanation,verified,chapter 9 discusses the kinds of operation equipment list alongside the MEL,c. Kinds of Operation Equipment List (KOEL)
PA.I.B.K3c,risk-management,explanation,auto,from the Task B References line,c. Kinds of Operation Equipment List (KOEL)
PA.I.B.K3d,14cfr:43.9,regulation,verified,91.213(d)(3) requires placarding and a maintenance record entry; 43.9 sets the content of that entry,d. Required discrepancy records or placards
PA.I.B.K3d,14cfr:91.213,regulation,verified,91.213(d)(3) requires placarding and a maintenance record entry; 43.9 sets the content of that entry,d. Required discrepancy records or placards
PA.I.B.K3d,afh,explanation,auto,from the Task B References line,d. Required discrepancy records or placards
PA.I.B.K3d,phak:ch09,explanation,verified,chapter 9 covers placarding and discrepancy records for inoperative items,d. Required discrepancy records or placards
PA.I.B.K3d,risk-management,explanation,auto,from the Task B References line,d. Required discrepancy records or placards
PA.I.B.K4,14cfr:91.203,regulation,verified,"certificate requirement, AFM and placard limitations, and the two most commonly encountered special certificate categories (experimental and light-sport). 91.31",Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.K4,14cfr:91.319,regulation,verified,"certificate requirement, AFM and placard limitations, and the two most commonly encountered special certificate categories (experimental and light-sport). 91.31",Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.K4,14cfr:91.327,regulation,verified,"certificate requirement, AFM and placard limitations, and the two most commonly encountered special certificate categories (experimental and light-sport). 91.31",Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.K4,14cfr:91.9,regulation,verified,"certificate requirement, AFM and placard limitations, and the two most commonly encountered special certificate categories (experimental and light-sport). 91.31",Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.K4,afh,explanation,auto,from the Task B References line,Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.K4,phak:ch09,explanation,verified,chapter 9 covers standard and special airworthiness certificates and their limitations,Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.K4,risk-management,explanation,auto,from the Task B References line,Standard and special airworthiness certificates and their associated operational limitations.
PA.I.B.R1,14cfr:91.213,regulation,verified,the inoperative-equipment decision path and the PIC duty to determine airworthiness before flight,Inoperative equipment discovered prior to flight.
PA.I.B.R1,14cfr:91.7,regulation,verified,the inoperative-equipment decision path and the PIC duty to determine airworthiness before flight,Inoperative equipment discovered prior to flight.
PA.I.B.R1,afh,explanation,auto,from the Task B References line,Inoperative equipment discovered prior to flight.
PA.I.B.R1,phak:ch09,explanation,verified,chapter 9 gives the preflight determination path for equipment found inoperative,Inoperative equipment discovered prior to flight.
PA.I.B.R1,risk-management,explanation,auto,from the Task B References line,Inoperative equipment discovered prior to flight.
PA.I.B.S1,14cfr:91.203,regulation,verified,"location and display of airworthiness and registration certificates, and the AFM/markings/placards",Locate and describe airplane airworthiness and registration information.
PA.I.B.S1,14cfr:91.9,regulation,verified,"location and display of airworthiness and registration certificates, and the AFM/markings/placards",Locate and describe airplane airworthiness and registration information.
PA.I.B.S1,afh,explanation,auto,from the Task B References line,Locate and describe airplane airworthiness and registration information.
PA.I.B.S1,phak:ch09,explanation,verified,chapter 9 shows where the airworthiness and registration certificates live in the aircraft,Locate and describe airplane airworthiness and registration information.
PA.I.B.S1,risk-management,explanation,auto,from the Task B References line,Locate and describe airplane airworthiness and registration information.
PA.I.B.S2,14cfr:91.203,regulation,verified,"airworthy condition, documents aboard, inspection currency, and the records that prove it",Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S2,14cfr:91.409,regulation,verified,"airworthy condition, documents aboard, inspection currency, and the records that prove it",Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S2,14cfr:91.417,regulation,verified,"airworthy condition, documents aboard, inspection currency, and the records that prove it",Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S2,14cfr:91.7,regulation,verified,"airworthy condition, documents aboard, inspection currency, and the records that prove it",Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S2,afh,explanation,auto,from the Task B References line,Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S2,phak:ch09,explanation,verified,chapter 9 gives the inspection and AD checks that establish airworthiness,Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S2,risk-management,explanation,auto,from the Task B References line,Determine the airplane is airworthy in the scenario given by the evaluator.
PA.I.B.S3,14cfr:91.205,regulation,verified,"the operative procedure is 91.213, evaluated against 91.205 required equipment",Apply appropriate procedures for operating with inoperative equipment in the scenario given by the evaluator.
PA.I.B.S3,14cfr:91.213,regulation,verified,"the operative procedure is 91.213, evaluated against 91.205 required equipment",Apply appropriate procedures for operating with inoperative equipment in the scenario given by the evaluator.
PA.I.B.S3,afh,explanation,auto,from the Task B References line,Apply appropriate procedures for operating with inoperative equipment in the scenario given by the evaluator.
PA.I.B.S3,phak:ch09,explanation,verified,chapter 9 gives the procedure for operating with inoperative equipment,Apply appropriate procedures for operating with inoperative equipment in the scenario given by the evaluator.
PA.I.B.S3,risk-management,explanation,auto,from the Task B References line,Apply appropriate procedures for operating with inoperative equipment in the scenario given by the evaluator.
PA.I.C.K1,14cfr:91.103,regulation,verified,91.103(a) requires weather reports and forecasts as part of preflight action; the sources themselves are AIM and AC 00-45 material,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K1,ac-91-92,guidance,auto,from the Task C References line,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K1,afh,explanation,auto,from the Task C References line,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K1,aim,guidance,auto,from the Task C References line,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K1,aviation-weather:ch02,explanation,verified,chapter 13 Aviation Weather Services and the AWH service program chapter list NWS and Flight Service sources,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K1,phak:ch13,explanation,verified,chapter 13 Aviation Weather Services and the AWH service program chapter list NWS and Flight Service sources,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K1,risk-management,explanation,auto,from the Task C References line,"Sources of weather data (e.g., National Weather Service, Flight Service) for flight planning purposes."
PA.I.C.K2,14cfr:91.103,regulation,verified,the only regulatory hook is the 91.103 preflight information requirement; the products are described in AC 00-45 and the AIM,"Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2,ac-91-92,guidance,auto,from the Task C References line,"Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2,afh,explanation,auto,from the Task C References line,"Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2,aim,guidance,auto,from the Task C References line,"Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2,aviation-weather:ch03,explanation,verified,"both chapters catalogue the observation, analysis, and forecast products available for preflight","Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2,phak:ch13,explanation,verified,"both chapters catalogue the observation, analysis, and forecast products available for preflight","Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2,risk-management,explanation,auto,from the Task C References line,"Acceptable weather products and resources required for preflight planning, current and forecast weather for departure, en route, and arrival phases of flight such as:"
PA.I.C.K2a,14cfr:part-91,regulation,auto,from the Task C References line,a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2a,ac-91-92,guidance,auto,from the Task C References line,a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2a,afh,explanation,auto,from the Task C References line,a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2a,aim,guidance,auto,from the Task C References line,a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2a,aviation-weather:ch03,explanation,verified,"METAR, SPECI, and PIREP formats and decoding appear in both overview chapters",a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2a,phak:ch13,explanation,verified,"METAR, SPECI, and PIREP formats and decoding appear in both overview chapters",a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2a,risk-management,explanation,auto,from the Task C References line,a. Airport Observations (METAR and SPECI) and Pilot Observations (PIREP)
PA.I.C.K2b,14cfr:part-91,regulation,auto,from the Task C References line,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2b,ac-91-92,guidance,auto,from the Task C References line,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2b,afh,explanation,auto,from the Task C References line,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2b,aim,guidance,auto,from the Task C References line,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2b,aviation-weather,explanation,auto,from the Task C References line,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2b,phak:ch13,explanation,verified,chapter 13 covers surface analysis and graphical weather charts,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2b,risk-management,explanation,auto,from the Task C References line,"b. Surface Analysis Chart, Ceiling and Visibility Chart (CVA)"
PA.I.C.K2c,14cfr:part-91,regulation,auto,from the Task C References line,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2c,ac-91-92,guidance,auto,from the Task C References line,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2c,afh,explanation,auto,from the Task C References line,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2c,aim,guidance,auto,from the Task C References line,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2c,aviation-weather,explanation,auto,from the Task C References line,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2c,phak:ch13,explanation,verified,chapter 13 covers terminal aerodrome forecast format and decoding,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2c,risk-management,explanation,auto,from the Task C References line,c. Terminal Aerodrome Forecasts (TAF)
PA.I.C.K2d,14cfr:part-91,regulation,auto,from the Task C References line,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2d,ac-91-92,guidance,auto,from the Task C References line,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2d,afh,explanation,auto,from the Task C References line,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2d,aim,guidance,auto,from the Task C References line,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2d,aviation-weather:ch03,explanation,verified,the graphical forecasts for aviation product is described in these overview chapters,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2d,phak:ch13,explanation,verified,the graphical forecasts for aviation product is described in these overview chapters,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2d,risk-management,explanation,auto,from the Task C References line,d. Graphical Forecasts for Aviation (GFA)
PA.I.C.K2e,14cfr:part-91,regulation,auto,from the Task C References line,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2e,ac-91-92,guidance,auto,from the Task C References line,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2e,afh,explanation,auto,from the Task C References line,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2e,aim,guidance,auto,from the Task C References line,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2e,aviation-weather,explanation,auto,from the Task C References line,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2e,phak:ch13,explanation,verified,chapter 13 covers the winds and temperatures aloft forecast,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2e,risk-management,explanation,auto,from the Task C References line,e. Wind and Temperature Aloft Forecast (FB)
PA.I.C.K2f,14cfr:part-91,regulation,auto,from the Task C References line,f. Convective Outlook (AC)
PA.I.C.K2f,ac-91-92,guidance,auto,from the Task C References line,f. Convective Outlook (AC)
PA.I.C.K2f,afh,explanation,auto,from the Task C References line,f. Convective Outlook (AC)
